region,status,vendor,model,missing_in_inventory
,retired,Juniper,MX204,0
east,degraded,Cisco,NCS540,0
,active,ADVA,FSP3000,0
southeast,active,Cisco,Catalyst9300,0
east,active,Arista,7050X3,0
east,active,Juniper,MX204,0
southeast,active,Cisco,NCS540,0
west,active,Arista,7280R,0
central,active,,,1
southwest,active,ADVA,FSP150,0
southeast,active,Cisco,Catalyst9300,0
southwest,active,Juniper,MX204,0
central,active,ADVA,FSP3000,0
southwest,active,ADVA,FSP150,0
east,active,,,1
southeast,active,Juniper,QFX5120,0
southwest,active,Nokia,7750 SR-1,0
southeast,active,Arista,7050X3,0
southeast,active,Juniper,QFX5120,0
northeast,degraded,Juniper,MX204,0
southeast,down,Cisco,Catalyst9300,0
east,active,Arista,7050X3,0
east,degraded,ADVA,FSP3000,0
east,active,Cisco,Catalyst9300,0
northwest,active,Nokia,7750 SR-1,0
southwest,down,Arista,7280R,0
east,active,Arista,7050X3,0
west,retired,Cisco,NCS540,0
southwest,active,Cisco,Catalyst9300,0
southwest,active,Cisco,Catalyst9300,0
east,active,Arista,7050X3,0
southwest,active,ADVA,FSP3000,0
central,active,Cisco,Catalyst9300,0
,active,Arista,7050X3,0
west,retired,Juniper,MX204,0
southwest,active,Juniper,QFX5120,0
northeast,degraded,Juniper,MX204,0
southeast,active,Cisco,Catalyst9300,0
southeast,degraded,Cisco,ISR4431,0
central,active,Arista,7050X3,0
central,active,Cisco,Catalyst9300,0
southeast,down,Arista,7280R,0
central,active,ADVA,FSP3000,0
west,active,,,1
southwest,active,ADVA,FSP150,0
northeast,active,Nokia,7750 SR-1,0
southeast,active,,,1
central,degraded,,,1
east,active,Arista,7050X3,0
central,active,Arista,7050X3,0
central,degraded,Arista,7050X3,0
southwest,active,Arista,7050X3,0
west,active,Arista,7050X3,0
southeast,active,,,1
central,active,Cisco,NCS540,0
southeast,active,ADVA,FSP150,0
east,active,Juniper,QFX5120,0
east,down,Arista,7280R,0
southwest,degraded,Cisco,Catalyst9300,0
southwest,active,Arista,7050X3,0
northeast,down,,,1
northwest,retired,ADVA,FSP3000,0
central,active,Arista,7280R,0
northwest,active,Arista,7280R,0
southwest,active,Arista,7280R,0
southeast,active,,,1
central,degraded,Arista,7050X3,0
southeast,active,Juniper,QFX5120,0
northwest,active,Arista,7280R,0
southeast,active,Arista,7050X3,0
east,down,Cisco,NCS540,0
southwest,degraded,Arista,7280R,0
central,retired,Cisco,Catalyst9300,0
east,active,Arista,7050X3,0
east,active,ADVA,FSP3000,0
central,active,Nokia,7750 SR-1,0
southeast,active,Arista,7050X3,0
southeast,active,Juniper,QFX5120,0
southeast,active,Arista,7050X3,0
central,retired,ADVA,FSP3000,0
east,degraded,Arista,7050X3,0
east,active,Arista,7050X3,0
northwest,active,Arista,7050X3,0
east,degraded,Juniper,MX204,0
east,degraded,Arista,7050X3,0
central,down,Juniper,MX204,0
southeast,degraded,RAD,ETX-2,0
southwest,active,Arista,7050X3,0
northwest,active,Arista,7280R,0
central,degraded,Nokia,7750 SR-1,0
northeast,degraded,Juniper,MX204,0
southwest,active,Juniper,QFX5120,0
central,active,Cisco,Catalyst9300,0
southwest,active,Nokia,7750 SR-1,0
west,degraded,Arista,7050X3,0
northwest,active,Juniper,MX204,0
southeast,active,Juniper,QFX5120,0
east,active,Juniper,MX204,0
southeast,active,Cisco,Catalyst9300,0
east,active,Cisco,NCS540,0
northwest,active,Nokia,7750 SR-1,0
central,active,Cisco,NCS540,0
east,degraded,RAD,ETX-2,0
southeast,active,Arista,7050X3,0
southeast,degraded,ADVA,FSP3000,0
central,active,Juniper,QFX5120,0
southwest,active,Arista,7280R,0
northwest,active,Juniper,MX204,0
northwest,active,Cisco,NCS540,0
,active,Nokia,7750 SR-1,0
northeast,degraded,Juniper,MX204,0
southeast,active,Cisco,Catalyst9300,0
southeast,active,ADVA,FSP3000,0
southeast,active,Arista,7050X3,0
west,active,Arista,7280R,0
southeast,active,Cisco,Catalyst9300,0
southeast,degraded,Arista,7050X3,0
southeast,active,Arista,7280R,0
east,active,Nokia,7750 SR-1,0
southwest,active,Cisco,ISR4431,0
southeast,active,Cisco,NCS540,0
southwest,active,Arista,7050X3,0
southeast,active,Cisco,Catalyst9300,0
southeast,active,,,1
east,active,Juniper,MX204,0
central,degraded,Nokia,7750 SR-1,0
central,degraded,Arista,7050X3,0
northeast,active,Juniper,MX204,0
east,degraded,Arista,7280R,0
southeast,active,Arista,7050X3,0
central,active,RAD,ETX-2,0
west,active,Arista,7280R,0
central,active,Arista,7050X3,0
northwest,active,Nokia,7750 SR-1,0
central,active,Nokia,7750 SR-1,0
,degraded,Arista,7050X3,0
northeast,active,Arista,7050X3,0
southeast,active,ADVA,FSP150,0
central,degraded,Arista,7050X3,0
southeast,down,Arista,7050X3,0
central,active,Arista,7280R,0
central,active,Cisco,NCS540,0
southwest,active,Juniper,QFX5120,0
southwest,active,,,1
southeast,active,Juniper,QFX5120,0
northwest,down,Arista,7280R,0
southeast,active,Juniper,QFX5120,0
northeast,active,Cisco,NCS540,0
central,active,Juniper,MX204,0
southeast,retired,,,1
northeast,active,Nokia,7750 SR-1,0
east,degraded,,,1
southwest,active,Arista,7050X3,0
east,degraded,Arista,7280R,0
southwest,active,Arista,7050X3,0
west,degraded,Arista,7050X3,0
southeast,active,Arista,7280R,0
east,active,Cisco,ISR4431,0
west,active,Arista,7050X3,0
southeast,down,Arista,7050X3,0
east,active,Juniper,MX204,0
central,degraded,Cisco,NCS540,0
northeast,active,Juniper,MX204,0
southwest,degraded,ADVA,FSP3000,0
east,retired,Arista,7050X3,0
east,retired,Cisco,Catalyst9300,0
southeast,active,Arista,7050X3,0
east,degraded,Arista,7050X3,0
southeast,degraded,Juniper,QFX5120,0
central,active,Cisco,Catalyst9300,0
southwest,degraded,Arista,7280R,0
southwest,active,Arista,7050X3,0
east,down,Nokia,7750 SR-1,0
southeast,degraded,Arista,7050X3,0
southeast,active,Arista,7280R,0
east,active,Juniper,MX204,0
southwest,active,Cisco,NCS540,0
southeast,down,Arista,7050X3,0
west,degraded,Nokia,7750 SR-1,0
northwest,down,ADVA,FSP3000,0
northeast,active,ADVA,FSP3000,0
east,degraded,Cisco,NCS540,0
southeast,active,Nokia,7750 SR-1,0
east,degraded,Arista,7050X3,0
east,down,Arista,7280R,0
central,degraded,ADVA,FSP3000,0
southwest,active,Cisco,Catalyst9300,0
southeast,active,,,1
southwest,active,Cisco,Catalyst9300,0
east,active,,,1
southeast,active,Juniper,QFX5120,0
southwest,degraded,Arista,7050X3,0
central,degraded,RAD,ETX-2,0
southwest,active,Arista,7050X3,0
southwest,active,,,1
southwest,active,ADVA,FSP3000,0
southwest,active,Cisco,Catalyst9300,0
southwest,active,Cisco,Catalyst9300,0
,active,ADVA,FSP3000,0
northeast,active,Juniper,MX204,0
southwest,degraded,Arista,7050X3,0
southeast,active,ADVA,FSP150,0
southwest,active,ADVA,FSP3000,0
east,degraded,Nokia,7750 SR-1,0
southwest,degraded,ADVA,FSP3000,0
central,active,Cisco,NCS540,0
southwest,active,ADVA,FSP3000,0
central,down,Cisco,Catalyst9300,0
northeast,active,Cisco,NCS540,0
southwest,active,Arista,7050X3,0
northwest,degraded,Arista,7050X3,0
northeast,degraded,Juniper,MX204,0
central,retired,ADVA,FSP3000,0
southeast,active,Cisco,Catalyst9300,0
southwest,active,Cisco,ISR4431,0
southeast,degraded,Arista,7280R,0
west,degraded,Cisco,Catalyst9300,0
northwest,active,Nokia,7750 SR-1,0
southwest,active,,,1
southwest,degraded,ADVA,FSP150,0
central,active,Arista,7280R,0
southeast,degraded,Arista,7050X3,0
central,active,Arista,7050X3,0
southwest,retired,Juniper,QFX5120,0
central,active,Arista,7280R,0
,active,Juniper,QFX5120,0
southwest,retired,ADVA,FSP3000,0
northeast,active,Juniper,MX204,0
northwest,active,Nokia,7750 SR-1,0
southwest,active,Cisco,NCS540,0
southwest,active,ADVA,FSP3000,0
southeast,active,ADVA,FSP3000,0
east,active,ADVA,FSP150,0
southeast,active,Cisco,Catalyst9300,0
southeast,active,Juniper,QFX5120,0
southeast,active,Cisco,Catalyst9300,0
southwest,active,RAD,ETX-2,0
central,down,Arista,7050X3,0
central,active,Juniper,QFX5120,0
east,active,Cisco,ISR4431,0
southwest,degraded,Arista,7050X3,0
southeast,active,RAD,ETX-2,0
east,active,Cisco,NCS540,0
central,active,Arista,7280R,0
central,degraded,Arista,7050X3,0
southwest,active,Arista,7050X3,0
southwest,down,Arista,7050X3,0
northeast,active,Cisco,NCS540,0
east,active,Nokia,7750 SR-1,0
,down,Cisco,NCS540,0
southeast,active,Juniper,QFX5120,0
southwest,active,ADVA,FSP150,0
central,active,Arista,7050X3,0
southwest,retired,Arista,7050X3,0
southeast,degraded,RAD,ETX-2,0
southwest,degraded,Cisco,Catalyst9300,0
southeast,active,Arista,7050X3,0
east,active,,,1
southwest,active,Nokia,7750 SR-1,0
east,active,Juniper,MX204,0
southeast,retired,Juniper,MX204,0
southwest,degraded,Arista,7050X3,0
southwest,active,Cisco,Catalyst9300,0
east,active,Juniper,MX204,0
east,active,Nokia,7750 SR-1,0
central,active,Arista,7050X3,0
northwest,active,Juniper,MX204,0
west,active,ADVA,FSP3000,0
central,active,Arista,7050X3,0
east,degraded,Cisco,Catalyst9300,0
east,degraded,ADVA,FSP3000,0
northwest,degraded,Cisco,NCS540,0
southeast,down,,,1
southwest,active,,,1
northwest,degraded,Cisco,NCS540,0
southeast,active,ADVA,FSP150,0
southwest,active,Arista,7050X3,0
east,active,Arista,7050X3,0
central,active,Juniper,MX204,0
central,degraded,Juniper,SRX345,0
central,active,Cisco,NCS540,0
northeast,active,Cisco,NCS540,0
east,active,Arista,7280R,0
southwest,active,ADVA,FSP3000,0
southeast,active,Juniper,QFX5120,0
central,active,ADVA,FSP150,0
southwest,active,Juniper,MX204,0
southwest,active,Nokia,7750 SR-1,0
northwest,active,Juniper,MX204,0
east,down,Arista,7280R,0
southeast,active,Cisco,NCS540,0
central,active,Juniper,MX204,0
southeast,active,Cisco,Catalyst9300,0
southeast,active,Arista,7050X3,0
southeast,degraded,Nokia,7750 SR-1,0
central,active,Arista,7050X3,0
southeast,active,RAD,ETX-2,0
east,active,Cisco,Catalyst9300,0
east,active,Nokia,7750 SR-1,0
east,retired,Cisco,Catalyst9300,0
southwest,degraded,Nokia,7750 SR-1,0
southeast,active,RAD,ETX-2,0
southeast,active,Arista,7050X3,0
southeast,active,Arista,7050X3,0
west,active,Nokia,7750 SR-1,0
east,active,Arista,7050X3,0
east,down,ADVA,FSP3000,0
east,active,Cisco,NCS540,0
central,retired,Nokia,7750 SR-1,0
east,active,ADVA,FSP3000,0
east,active,Arista,7050X3,0
northwest,active,Juniper,MX204,0
east,active,Cisco,Catalyst9300,0
east,active,Arista,7050X3,0
southeast,active,Nokia,7750 SR-1,0
central,active,Juniper,QFX5120,0
southeast,active,Juniper,QFX5120,0
west,active,Arista,7050X3,0
central,active,Arista,7050X3,0
southeast,retired,Arista,7280R,0
southeast,active,Juniper,QFX5120,0
southwest,active,Arista,7050X3,0
southeast,active,Arista,7050X3,0
northwest,degraded,Arista,7050X3,0
southwest,active,Arista,7280R,0
southeast,active,Arista,7050X3,0
southwest,degraded,Nokia,7750 SR-1,0
northeast,active,Juniper,MX204,0
northwest,active,Arista,7050X3,0
,retired,Cisco,Catalyst9300,0
central,active,Arista,7050X3,0
southeast,degraded,Arista,7050X3,0
east,active,Arista,7050X3,0
southeast,active,ADVA,FSP150,0
southwest,active,Arista,7280R,0
west,down,Cisco,NCS540,0
southwest,down,RAD,ETX-2,0
southeast,degraded,Nokia,7750 SR-1,0
west,degraded,Arista,7050X3,0
west,active,Cisco,NCS540,0
east,degraded,Cisco,NCS540,0
central,active,Arista,7050X3,0
southeast,active,,,1
northeast,degraded,Arista,7050X3,0
southeast,active,ADVA,FSP3000,0
southwest,active,Arista,7050X3,0
northeast,active,Arista,7280R,0
east,active,Arista,7050X3,0
west,degraded,ADVA,FSP3000,0
northwest,active,Arista,7050X3,0
central,active,Arista,7050X3,0
northwest,degraded,Arista,7280R,0
central,active,Juniper,MX204,0
southwest,degraded,Nokia,7750 SR-1,0
central,active,Arista,7050X3,0
east,active,ADVA,FSP3000,0
central,active,Juniper,QFX5120,0
northwest,active,Nokia,7750 SR-1,0
southeast,active,Cisco,Catalyst9300,0
southeast,active,Arista,7050X3,0
east,down,Arista,7280R,0
southwest,degraded,Arista,7050X3,0
southwest,active,Juniper,MX204,0
southeast,degraded,,,1
central,active,Cisco,NCS540,0
central,degraded,Cisco,NCS540,0
southwest,down,Cisco,Catalyst9300,0
east,active,Arista,7050X3,0
southwest,active,Juniper,QFX5120,0
southeast,active,Juniper,QFX5120,0
west,active,Cisco,NCS540,0
southeast,active,Cisco,NCS540,0
southeast,active,ADVA,FSP3000,0
northeast,active,Arista,7280R,0
northwest,active,Nokia,7750 SR-1,0
central,active,Arista,7050X3,0
southeast,degraded,Juniper,QFX5120,0
southeast,active,Juniper,MX204,0
southwest,active,Cisco,Catalyst9300,0
southeast,active,Nokia,7750 SR-1,0
east,down,Arista,7280R,0
southwest,degraded,Cisco,Catalyst9300,0
southeast,down,Nokia,7750 SR-1,0
southwest,active,Cisco,NCS540,0
east,active,Juniper,MX204,0
east,active,Juniper,MX204,0
central,degraded,Arista,7050X3,0
central,degraded,ADVA,FSP150,0
east,active,Juniper,QFX5120,0
northwest,active,Juniper,MX204,0
central,active,Arista,7050X3,0
southwest,active,Arista,7050X3,0
southwest,degraded,,,1
west,degraded,Arista,7050X3,0
central,active,ADVA,FSP3000,0
northeast,active,ADVA,FSP3000,0
east,active,Nokia,7750 SR-1,0
east,active,Juniper,MX204,0
west,active,Nokia,7750 SR-1,0
southeast,retired,ADVA,FSP150,0
southeast,active,,,1
southeast,down,Arista,7280R,0
east,degraded,ADVA,FSP3000,0
southeast,active,,,1
west,active,ADVA,FSP3000,0
southeast,active,ADVA,FSP3000,0
southeast,active,Arista,7050X3,0
southwest,degraded,Arista,7050X3,0
northwest,degraded,Nokia,7750 SR-1,0
northeast,active,Juniper,MX204,0
southeast,active,,,1
southeast,active,,,1
northwest,retired,Arista,7050X3,0
central,active,Arista,7050X3,0
central,active,ADVA,FSP3000,0
southeast,active,Juniper,MX204,0
southeast,active,Juniper,MX204,0
west,down,Cisco,NCS540,0
southeast,degraded,Juniper,MX204,0
southwest,down,Arista,7050X3,0
northeast,down,Juniper,MX204,0
southwest,degraded,Arista,7050X3,0
east,active,ADVA,FSP3000,0
southwest,active,,,1
central,down,Cisco,Catalyst9300,0
east,active,Juniper,MX204,0
southwest,active,Cisco,NCS540,0
southwest,active,RAD,ETX-2,0
southeast,active,Cisco,Catalyst9300,0
central,active,Juniper,QFX5120,0
southeast,active,Juniper,QFX5120,0
east,active,Cisco,NCS540,0
southwest,active,Cisco,NCS540,0
southeast,active,,,1
southeast,retired,Cisco,ISR4431,0
east,active,Cisco,NCS540,0
southeast,active,Cisco,Catalyst9300,0
east,active,Cisco,NCS540,0
northeast,active,Arista,7050X3,0
southwest,active,Arista,7280R,0
central,active,Arista,7050X3,0
southwest,active,Cisco,Catalyst9300,0
southeast,active,Arista,7050X3,0
southeast,degraded,ADVA,FSP150,0
,active,Cisco,NCS540,0
southwest,active,Juniper,QFX5120,0
southeast,active,Juniper,QFX5120,0
southeast,active,Arista,7050X3,0
southeast,active,Juniper,MX204,0
central,degraded,Arista,7050X3,0
east,degraded,Arista,7050X3,0
west,active,Arista,7280R,0
northwest,degraded,Juniper,MX204,0
southwest,degraded,RAD,ETX-2,0
east,active,Cisco,NCS540,0
southwest,degraded,Arista,7050X3,0
,degraded,ADVA,FSP3000,0
southeast,degraded,Juniper,MX204,0
southeast,degraded,Arista,7050X3,0
central,active,Nokia,7750 SR-1,0
southeast,degraded,Arista,7050X3,0
east,active,Nokia,7750 SR-1,0
east,active,Cisco,NCS540,0
southwest,active,,,1
southeast,degraded,Juniper,MX204,0
southwest,active,RAD,ETX-2,0
east,active,Arista,7280R,0
southeast,active,ADVA,FSP3000,0
central,active,,,1
southwest,degraded,ADVA,FSP3000,0
central,active,Arista,7050X3,0
east,active,Juniper,MX204,0
southeast,active,ADVA,FSP3000,0
southwest,active,,,1
east,degraded,Cisco,Catalyst9300,0
southwest,active,Cisco,NCS540,0
central,active,Cisco,Catalyst9300,0
southwest,active,,,1
southeast,active,RAD,ETX-2,0
east,active,,,1
east,active,Arista,7280R,0
southwest,active,RAD,ETX-2,0
northwest,down,Nokia,7750 SR-1,0
northwest,active,ADVA,FSP3000,0
southwest,active,Arista,7050X3,0
east,active,Cisco,NCS540,0
southeast,active,Arista,7050X3,0
,active,Juniper,MX204,0
,active,Cisco,NCS540,0
central,active,Cisco,Catalyst9300,0
southeast,active,,,1
east,degraded,Arista,7050X3,0
east,degraded,Cisco,NCS540,0
northeast,degraded,Arista,7050X3,0
southwest,active,Cisco,Catalyst9300,0
west,active,Arista,7050X3,0
southwest,active,,,1
southwest,degraded,Cisco,Catalyst9300,0
east,active,Arista,7050X3,0
central,active,Arista,7050X3,0
east,active,Cisco,NCS540,0
west,active,Nokia,7750 SR-1,0
southeast,active,,,1
southeast,active,Arista,7050X3,0
southwest,degraded,Arista,7050X3,0
central,degraded,ADVA,FSP3000,0
southeast,active,RAD,ETX-2,0
southeast,degraded,Arista,7050X3,0
central,active,Arista,7050X3,0
southwest,active,ADVA,FSP150,0
southwest,active,Arista,7050X3,0
southwest,active,Arista,7280R,0
southeast,active,Arista,7050X3,0
southwest,degraded,ADVA,FSP3000,0
central,active,Nokia,7750 SR-1,0
southeast,active,Cisco,Catalyst9300,0
southeast,down,Arista,7280R,0
east,active,Arista,7280R,0
southeast,active,Cisco,Catalyst9300,0
east,active,Nokia,7750 SR-1,0
west,active,Cisco,NCS540,0
southeast,active,Arista,7050X3,0
west,down,Arista,7050X3,0
east,active,Arista,7050X3,0
central,active,Juniper,QFX5120,0
west,active,Arista,7280R,0
southeast,active,Cisco,Catalyst9300,0
southwest,active,Arista,7050X3,0
southwest,down,Arista,7280R,0
southeast,active,Arista,7280R,0
central,active,Arista,7050X3,0
southeast,retired,Cisco,Catalyst9300,0
southeast,active,ADVA,FSP3000,0
east,active,Cisco,Catalyst9300,0
east,degraded,ADVA,FSP3000,0
southwest,active,,,1
southwest,degraded,,,1
southeast,active,Nokia,7750 SR-1,0
central,active,Arista,7050X3,0
southeast,active,Cisco,Catalyst9300,0
central,active,Arista,7050X3,0
northwest,active,Cisco,NCS540,0
southeast,active,Cisco,NCS540,0
southwest,degraded,Cisco,Catalyst9300,0
southwest,active,Arista,7050X3,0
southeast,degraded,Cisco,Catalyst9300,0
west,active,Juniper,MX204,0
,active,Juniper,MX204,0
,active,,,1
southwest,active,ADVA,FSP3000,0
southwest,degraded,Arista,7280R,0
southeast,active,,,1
east,active,Nokia,7750 SR-1,0
east,down,Cisco,NCS540,0
southeast,active,Arista,7050X3,0
southwest,down,ADVA,FSP150,0
,active,Juniper,MX204,0
east,degraded,Juniper,MX204,0
southwest,active,Arista,7050X3,0
west,active,Juniper,MX204,0
southwest,active,ADVA,FSP3000,0
southwest,degraded,Juniper,QFX5120,0
southwest,active,Arista,7280R,0
southeast,active,Arista,7050X3,0
central,down,Arista,7050X3,0
east,active,Arista,7050X3,0
east,active,Cisco,NCS540,0
southwest,degraded,ADVA,FSP150,0
southeast,active,Arista,7050X3,0
southeast,active,Arista,7050X3,0
west,active,,,1
central,active,Cisco,Catalyst9300,0
east,degraded,ADVA,FSP3000,0
southwest,active,Cisco,ISR4431,0
west,degraded,Juniper,MX204,0
southwest,active,ADVA,FSP3000,0
southeast,active,Arista,7050X3,0
east,active,ADVA,FSP3000,0
central,active,Cisco,Catalyst9300,0
central,active,Juniper,MX204,0
southeast,active,Nokia,7750 SR-1,0
northwest,active,Arista,7280R,0
east,down,ADVA,FSP3000,0
east,active,Cisco,Catalyst9300,0
southwest,active,ADVA,FSP3000,0
central,active,ADVA,FSP3000,0
southeast,active,Juniper,MX204,0
central,degraded,Arista,7050X3,0
southwest,active,ADVA,FSP3000,0
southeast,active,ADVA,FSP150,0
northeast,active,Nokia,7750 SR-1,0
southwest,active,Juniper,QFX5120,0
southeast,retired,Arista,7050X3,0
southwest,degraded,ADVA,FSP3000,0
southeast,retired,Juniper,MX204,0
southwest,active,Arista,7050X3,0
southwest,degraded,Juniper,MX204,0
east,active,Arista,7050X3,0
southeast,active,Juniper,MX204,0
southwest,degraded,,,1
east,active,Juniper,MX204,0
central,active,Juniper,MX204,0
west,active,Juniper,MX204,0
southwest,down,Nokia,7750 SR-1,0
southwest,active,,,1
,active,,,1
east,active,Cisco,NCS540,0
,active,ADVA,FSP3000,0
southeast,active,Juniper,MX204,0
east,active,Cisco,NCS540,0
southwest,active,,,1
southwest,retired,RAD,ETX-2,0
southeast,degraded,ADVA,FSP3000,0
southwest,degraded,,,1
west,degraded,Arista,7050X3,0
central,retired,Arista,7050X3,0
west,degraded,Juniper,MX204,0
southwest,active,Arista,7280R,0
southeast,active,ADVA,FSP150,0
southwest,active,ADVA,FSP150,0
southeast,down,ADVA,FSP150,0
southeast,active,,,1
southeast,active,Juniper,MX204,0
east,active,Nokia,7750 SR-1,0
southwest,active,Arista,7050X3,0
southwest,active,,,1
central,active,Cisco,NCS540,0
southeast,active,Cisco,Catalyst9300,0
northwest,active,Cisco,NCS540,0
southeast,active,Arista,7050X3,0
central,active,Arista,7050X3,0
southeast,down,Juniper,MX204,0
southeast,active,Cisco,NCS540,0
east,active,Arista,7280R,0
southwest,active,Arista,7280R,0
,active,Arista,7050X3,0
southwest,active,Cisco,Catalyst9300,0
northeast,down,ADVA,FSP3000,0
southwest,active,Cisco,Catalyst9300,0
east,down,Arista,7280R,0
southwest,active,Juniper,MX204,0
